text,label,model
"[0, 347, 0, 0, 779, 52, 6, 5, 900, 1499, 609, 6, 893, 763, 136, 0, 559, 118, 21, 734, 0, 43, 1461, 14, 71, 767, 2625, 1, 287, 3, 0, 10, 1805, 4, 343, 9, 2275, 8, 15, 763, 24, 2, 1405, 1499, 805, 665, 63, 0, 62, 257, 2350, 9, 0, 3, 29, 162, 4, 0, 72, 299, 2183, 14, 26, 4362, 2625, 1, 1379, 2490, 0, 905, 1738, 49, 43, 1461, 61, 1051, 0, 0, 7, 21, 1487, 53, 0, 72, 34, 187, 24, 2, 1056, 4060, 3, 68, 11, 1660, 8, 37, 896, 1, 42, 8, 115, 1805, 18, 0, 2, 2325, 6, 0, 1, 20, 165, 391, 4, 1480, 21, 1362, 1, 0, 3065, 0, 0, 8, 15, 0, 0, 1168, 65, 4, 2503, 113, 2, 763, 118, 14, 508, 8, 37, 296, 2824, 125, 136, 2, 0, 279, 3, 153, 4, 5, 230, 33, 21, 734, 1, 139, 42, 38, 2556, 4, 31, 9, 2, 170, 1921, 7, 4670, 61, 2, 738, 6, 120, 2965, 3, 14, 77, 92, 116, 114, 134, 130, 21, 188, 17, 320, 694, 3, 1139, 8, 15, 538, 1, 281, 1, 2226, 0, 0, 23, 9, 5, 230, 1, 0, 3791, 4624, 3402, 24, 2, 106, 609, 9, 2, 455, 9, 3370, 1, 87, 3, 9, 2, 84, 267, 3, 0, 414, 4285, 72, 34, 1189, 2, 267, 19, 5, 4718, 491, 136, 0, 24, 2, 244, 6, 5, 0, 84, 735, 1, 2, 186, 1259, 725, 9, 0, 3, 0, 3, 3764, 7, 10, 0, 1, 0, 6, 782, 0, 32, 292, 473, 6, 2625, 1, 156, 6, 81, 32, 4362, 2, 1608, 139, 3233, 782, 1381, 47, 9, 4624, 3, 35, 2, 69, 34, 43, 0, 3, 168, 8, 15, 0, 0, 9, 0, 833, 1, 4299, 0, 3, 49, 666, 9, 0, 3, 3142, 725, 3082, 72, 595, 16, 4444, 136, 0, 9, 5, 763, 598, 9, 2, 1259, 18, 559, 1, 29, 160, 6, 164, 1664, 9, 0, 7, 4624, 32, 28, 2559, 3082, 3, 3009, 92, 3861, 4060, 1]",0,2.0
"[2275, 11, 598, 175, 588, 6, 2062, 4292, 662, 19, 39, 258, 1, 42, 598, 588, 18, 0, 1, 42, 598, 662, 16, 285, 362, 1, 24, 2, 244, 6, 2, 267, 42, 254, 162, 4, 343, 774, 1, 11, 414, 7, 414, 1]",0,5.0
"[413, 110, 497, 3, 1553, 1130, 12, 56, 17, 163, 72, 216, 1, 7, 13, 8, 15, 409, 3, 182, 182, 409, 1, 2, 88, 235, 85, 95, 89, 88, 1, 2, 693, 0, 129, 18, 2, 519, 3, 2892, 0, 9, 2, 1557, 7, 67, 133, 61, 51, 493, 1, 29, 3012, 9, 2, 106, 3, 1553, 43, 319, 5, 2390, 12, 60, 474, 322, 1, 34, 26, 128, 283, 12, 56, 10, 163, 72, 216, 1, 7, 13, 10, 409, 1, 182, 409, 1]",0,1.0
"[2, 792, 6, 1842, 17, 2186, 1796, 1, 2, 74, 0, 163, 914, 3, 2, 335, 13, 1331, 1, 14, 2571, 1, 0, 26, 1784, 0, 307, 1, 1300, 3497, 0, 3, 0, 0, 3, 0, 0, 1, 12, 8, 15, 36, 2594, 1, 2, 149, 0, 7, 2118, 3483, 7, 0, 3527, 1, 180, 69, 27, 1829, 13, 3, 27, 10, 467, 6, 3553, 1, 113, 3, 13, 10, 68, 2664, 1, 169, 27, 26, 740, 2, 0, 6, 5, 146, 8, 15, 3942, 16, 36, 4, 1740, 1741, 1247, 1, 102, 13, 10, 454, 7, 289, 8, 37, 137, 457, 13, 1974, 1, 27, 243, 12, 2697, 1, 27, 71, 342, 27, 26, 2760, 0, 2, 370, 204, 251, 3, 27, 71, 93, 2, 4121, 141, 36, 245, 137, 3, 2, 138, 2, 0, 6, 36, 591, 0, 2697, 3, 22, 80, 27, 3056, 81, 19, 5, 0, 1, 34, 43, 56, 3, 612, 4, 91, 0, 7, 4528, 1]",0,0.0
"[171, 0, 6, 0, 12, 88, 1, 27, 10, 629, 4, 148, 5, 1191, 6, 1280, 19, 36, 241, 1, 27, 328, 4, 147, 18, 36, 1444, 1, 10, 236, 4, 148, 5, 1191, 6, 1280, 19, 36, 241, 1, 27, 10, 1314, 6, 1280, 59, 27, 123, 36, 1191, 359, 1]",0,6.0
"[149, 158, 4, 343, 40, 4194, 1, 14, 162, 4, 1140, 4374, 1, 14, 466, 5, 4374, 7, 3056, 16, 376, 1, 14, 830, 1166, 2, 0, 1, 14, 102, 2312, 24, 2, 381, 875, 1]",0,4.0
"[569, 396, 18, 5, 0, 16, 5, 1266, 267, 1710, 1, 14, 187, 24, 13, 9, 5, 700, 19, 21, 760, 113, 14, 235, 1, 14, 26, 410, 54, 18, 1769, 3, 406, 1, 53, 191, 3, 14, 598, 588, 19, 241, 7, 598, 145, 1, 9, 2, 244, 3, 14, 1270, 310, 19, 21, 0, 1]",0,2.0
"[4, 1123, 86, 651, 3, 13, 64, 271, 3098, 87, 35, 2, 915, 113, 2296, 17, 0, 9, 492, 4937, 3, 73, 150, 28, 870, 410, 5, 2123, 2261, 4865, 1]",1,8.0
"[1134, 5, 2523, 0, 18, 21, 425, 1, 10, 387, 5, 2989, 661, 7, 162, 4, 3178, 97, 2892, 1, 14, 171, 21, 1087, 7, 547, 45, 72, 198, 1, 530, 3, 2, 0, 43, 689, 145, 9, 2, 620, 2916, 1, 310, 208, 81, 7, 310, 582, 218, 1]",0,2.0
"[24, 191, 2154, 253, 69, 1, 36, 3836, 3733, 4, 36, 1, 899, 4, 1218, 2, 563, 1, 156, 3804, 27, 0, 2, 170, 563, 1, 27, 75, 2154, 1777, 2346, 4, 2, 253, 1]",1,8.0
"[17, 477, 21, 1182, 8, 15, 0, 652, 1, 899, 52, 18, 2, 817, 19, 2, 0, 1, 139, 776, 3215, 4, 374, 24, 5, 374, 1145, 1, 59, 34, 91, 114, 14, 17, 121, 14, 724, 1, 3215, 2, 652, 7, 196, 14, 64, 391, 2900, 209, 69, 1]",1,8.0
"[10, 2988, 7, 162, 4, 2190, 1, 14, 235, 19, 3752, 21, 172, 1, 124, 14, 623, 18, 4, 21, 185, 1, 14, 0, 303, 1539, 0, 1, 830, 555, 5, 1892, 3806, 2821, 94]",0,3.0
"[2830, 18, 321, 1816, 5, 0, 1210, 0, 19, 2240, 35, 2, 751, 8, 15, 0, 4080, 876, 3, 96, 499, 292, 1, 2, 0, 0, 132, 3, 2, 1545, 574, 3, 2, 67, 7, 0, 2280, 32, 1816, 40, 783, 4, 0, 53, 2576, 1700, 9, 4080, 7, 0, 35, 4080, 68, 12, 1210, 77, 31, 1918, 9, 2, 876, 7, 1207, 4, 2333, 225, 3, 2, 3145, 2830, 299, 537, 63, 0, 62, 292, 1, 2, 0, 3, 1816, 33, 2830, 8, 15, 0, 132, 7, 1545, 1268, 815, 3, 1055, 3218, 972, 223, 132, 1426, 7, 3355, 574, 18, 150, 456, 24, 5, 3137, 709, 9, 4080, 1, 2, 3355, 249, 3, 0, 3, 18, 399, 26, 1719, 2, 4693, 6, 2, 0, 1268, 784, 3, 0, 0, 3, 2, 537, 292, 1, 254, 993, 43, 2055, 3, 0, 23, 1, 0, 0, 0, 3, 5, 1253, 802, 6, 2, 3355, 249, 3, 10, 547, 7, 265, 18, 404, 22, 685, 0, 2441, 9, 21, 1621, 43, 270, 4, 1917, 1, 177, 0, 0, 3407, 0, 0, 4, 529, 4080, 18, 321, 1, 2, 3355, 784, 1906, 40, 244, 4, 630, 136, 96, 2354, 3, 153, 4, 2, 537, 3, 7, 0, 89, 2137, 35, 533, 2, 3355, 3184, 1, 2, 356, 23, 0, 3, 422, 4, 2, 106, 22, 685, 1654, 3, 17, 87, 770, 6, 1805, 4, 0, 0, 1, 5, 249, 3898, 685, 1654, 9, 4080, 9, 855, 1468, 52, 0, 0, 9, 2, 575, 7, 1492, 6, 0, 0, 3, 153, 4, 168, 8, 15, 0, 0, 1, 0, 8, 15, 568, 3, 0, 0, 3, 23, 2, 993, 26, 939, 4, 0, 53, 308, 1700, 1, 2, 986, 64, 428, 4080, 118, 34, 1148, 12, 13, 17, 1372, 3461, 7, 64, 357, 18, 4, 89, 276, 3, 0, 23, 1, 2, 0, 986, 17, 151, 2638, 9, 1252, 6, 4080, 3, 139, 2, 2240, 151, 32, 5, 0, 1377, 3, 153, 4, 254, 2, 537, 7, 2, 107, 1, 46, 1, 287, 3, 22, 1147, 292, 3, 13, 41, 44, 2773, 33, 685, 1654, 7, 89, 4501, 815, 1, 1803, 172, 9, 753, 0, 2, 683, 1]",0,3.0
"[0, 32, 623, 54, 4, 1090, 221, 9, 2, 0, 3, 92, 386, 4870, 3762, 7, 0, 18, 983, 2162, 3, 72, 5, 2824, 3402, 134, 1074, 90, 0, 0, 18, 404, 1, 0, 0, 3, 49, 165, 31, 33, 3887, 6, 389, 1648, 3, 1026, 5, 4461, 4718, 1074, 90, 0, 0, 72, 0, 0, 8, 15, 1737, 10, 2102, 33, 2, 0, 3050, 9, 2, 262, 735, 1, 988, 0, 10, 84, 18, 2, 0, 72, 0, 0, 601, 4164, 0, 8, 15, 1667, 19, 21, 275, 3, 2512, 0, 65, 21, 84, 7, 92, 655, 983, 161, 2, 621, 6, 2, 146, 1, 0, 0, 3, 49, 187, 272, 16, 5, 0, 1737, 3, 124, 1593, 134, 35, 573, 2128, 4, 2421, 945, 218, 35, 2, 212, 961, 495, 5, 0, 0, 35, 1234, 0, 3, 49, 10, 0, 22, 14, 1270, 3244, 0, 0, 1, 0, 1589, 414, 2, 262, 983, 24, 2, 89, 244, 16, 3486, 1383, 4870, 3, 49, 1201, 175, 980, 845, 117, 605, 8, 15, 0, 9, 2, 943, 3, 0, 75, 45, 74, 983, 108, 0, 8, 15, 2809, 1333, 72, 1290, 539, 1, 0, 7, 2091, 734, 0, 0, 43, 266, 33, 2091, 439, 0, 4235, 9, 198, 0, 267, 3, 711, 254, 2129, 1067, 40, 2499, 3065, 19, 4180, 3254, 72, 0, 51, 679, 143, 1893, 35, 401, 2503, 790, 0, 0, 7, 1234, 0, 1, 0, 0, 4776, 1074, 16, 0, 3, 49, 266, 0, 0, 4, 5, 0, 2190, 139, 0, 0, 7, 0, 0, 3, 3499, 3409, 7, 4870, 3762, 3, 43, 266, 33, 0, 1, 2, 0, 619, 1383, 690, 4, 1311, 16, 2, 262, 0, 543, 9, 557, 108, 100, 4700, 3, 5, 500, 22, 0, 22, 34, 32, 9, 51, 84, 865, 110, 9, 2, 655, 1, 0, 623, 4, 1090, 221, 16, 2, 84, 69, 9, 655, 520, 2196, 4, 5, 262, 735, 0, 35, 0, 2278, 0, 0, 3, 49, 0, 134, 21, 439, 8, 15, 1054, 9, 2, 0, 1734, 72, 4054, 2130, 9, 2, 262, 735, 1, 0, 0, 2194, 9, 2, 0, 1734, 16, 0, 4, 428, 0, 0, 9, 614, 221, 3, 386, 0, 7, 0, 1, 2, 0, 1270, 0, 0, 9, 0, 113, 3752, 19, 0, 0, 9, 4235, 1, 0, 7, 0, 64, 0, 51, 2535, 655, 0, 30, 227, 19, 5, 0, 218, 1235, 4, 0, 18, 559, 1, 2, 0, 7, 0, 254, 119, 13, 100, 0, 35, 100, 588, 18, 559, 72, 0, 0, 8, 15, 439, 1637, 5, 2824, 0, 1530, 24, 0, 0, 1, 205, 6, 2, 656, 16, 0, 8, 15, 0, 10, 5, 1683, 402, 3, 29, 34, 43, 2099, 4, 91, 5, 983, 35, 0, 0, 19, 1470, 539, 2243, 3, 29, 34, 0, 75, 175, 539, 72, 735, 69, 72, 0, 0, 272, 54, 0, 0, 16, 0, 1]",0,0.0
"[149, 123, 5, 1685, 4, 193, 35, 21, 503, 1, 45, 419, 27, 10, 28, 727, 159, 1, 14, 26, 4, 148, 2, 1208, 531, 6, 336, 5, 1685, 1, 14, 10, 849, 3, 29, 119, 5, 70, 258, 1, 102, 14, 0, 3459, 2, 1208, 4, 193, 1]",1,8.0
"[11, 171, 0, 4197, 180, 369, 16, 100, 110, 1, 45, 88, 56, 10, 5, 0, 1346, 2223, 56, 1, 11, 2704, 65, 4, 5, 45, 18, 45, 0, 1, 11, 1895, 4, 1270, 2, 0, 1346, 2223, 1, 58, 5, 232, 88, 12, 10, 1]",1,8.0
"[939, 4, 669, 54, 19, 5, 450, 14, 8, 15, 44, 2805, 662, 1, 202, 2, 700, 3, 749, 14, 2259, 21, 1420, 24, 134, 1, 14, 827, 1357, 134, 4, 0, 81, 1, 59, 14, 284, 4, 1123, 21, 172, 3, 14, 71, 46, 8, 37, 178, 81, 1, 14, 0, 52, 2, 309, 3, 3489, 7, 0, 471, 1]",0,3.0
"[10, 2988, 1, 14, 162, 4, 91, 97, 0, 1, 14, 123, 5, 3476, 6, 0, 1, 14, 1925, 81, 1, 14, 10, 293, 14, 78, 46, 8, 37, 91, 1112, 1]",0,4.0
"[11, 71, 55, 774, 296, 3845, 1, 11, 162, 4, 122, 551, 97, 0, 0, 1, 2, 84, 0, 11, 119, 187, 4022, 1, 2, 262, 0, 187, 184, 3419, 1, 11, 162, 4, 323, 2, 0, 22, 5, 439, 0, 1]",0,4.0
"[20, 38, 9, 5, 0, 9, 610, 3, 29, 151, 0, 3, 7, 79, 639, 1859, 4, 1923, 2, 0, 18, 20, 1, 99, 20, 111, 115, 2388, 3, 105, 23, 2, 639, 1, 99, 20, 111, 115, 2388, 1, 105, 99, 646, 3, 105, 11, 23, 3, 99, 11, 111, 83, 2388, 1, 105, 99, 20, 111, 115, 2388, 1, 105, 99, 646, 3, 105, 14, 23, 3, 99, 20, 111, 115, 2388, 1, 105, 99, 11, 111, 83, 2388, 1, 105, 99, 11, 111, 83, 2388, 1, 105, 99, 20, 111, 115, 2388, 1, 105, 99, 11, 111, 83, 2388, 1]",0,6.0
"[519, 17, 451, 8, 15, 1796, 1262, 941, 3, 7, 13, 8, 15, 135, 0, 1, 0, 66, 46, 8, 37, 91, 13, 3, 78, 20, 0, 2, 0, 6, 120, 4549, 50, 280, 0, 20, 297, 39, 0, 50, 11, 4638, 398, 6, 2, 2080, 2543, 0, 3, 0, 3, 0, 3, 3103, 1, 7, 3515, 5, 0, 6, 2554, 3635, 1, 28, 137, 11, 71, 32, 4631, 2, 0, 6, 0, 1, 2, 0, 0, 0, 653, 17, 0, 7, 13, 17, 92, 45, 6, 0, 6, 2029, 1, 280, 0, 941, 17, 3139, 0, 1, 1956, 6, 2, 3450, 2661, 79, 964, 4, 3516, 47, 2, 0, 12, 133, 86, 79, 941, 1, 29, 58, 17, 2, 479, 50, 130, 17, 2, 3195, 386, 13, 50, 148, 0, 111, 15, 941, 16, 1344, 1]",1,8.0
"[304, 57, 2, 253, 386, 79, 0, 0, 1, 34, 174, 66, 28, 535, 5, 563, 33, 82, 1501, 1, 445, 3, 5, 69, 150, 530, 203, 130, 1670, 60, 55, 774, 137, 32, 4133, 1, 64, 12, 474, 4, 66, 28, 535, 5, 563, 33, 82, 0, 50, 82, 793, 50, 82, 84, 1146, 50, 0, 17, 87, 2, 69, 59, 4584, 239, 0, 3, 0, 7, 1930, 844, 3, 47, 24, 366, 13, 17, 530, 4, 31, 1, 478, 53, 0, 2, 1803, 7, 2, 2062, 6, 5, 0, 3, 24, 366, 16, 22, 186, 22, 42, 66, 28, 529, 52, 6, 0, 2265, 73, 1812, 156, 6, 120, 971, 1111, 2256, 47, 0, 1, 180, 2730, 41, 5, 977, 0, 3, 31, 13, 0, 47, 0, 1, 180, 977, 41, 5, 0, 1, 29, 210, 180, 0, 32, 5, 0, 50, 194, 66, 42, 296, 85, 42, 271, 4, 32, 5, 0, 50]",1,8.0
"[19, 5, 4264, 6, 0, 320, 0, 4352, 24, 0, 3, 102, 24, 366, 45, 193, 496, 196, 13, 8, 15, 0, 5, 0, 1235, 4, 2, 633, 90, 1879, 61, 2, 1388, 6, 0, 22, 1837, 9, 2, 4302, 0, 1, 2, 3764, 1235, 4, 0, 41, 44, 5, 4714, 16, 0, 24, 479, 0, 2036, 1796, 4303, 193, 9, 0, 3, 626, 3, 16, 24, 366, 5, 2318, 3, 153, 4, 2591, 0, 1304, 3, 29, 1879, 35, 483, 7, 731, 252, 45, 1267, 0, 3171, 5, 294, 4, 116, 3723, 18, 30, 146, 8, 15, 1235, 1, 711, 1304, 2472, 0, 483, 16, 0, 2, 474, 3, 398, 483, 168, 1136, 19, 23, 0, 0, 0, 598, 5, 706, 904, 9, 2, 294, 1, 2, 450, 1122, 2, 1015, 0, 19, 36, 483, 7, 827, 0, 606, 3, 11, 131, 176, 4, 116, 4, 0, 225, 3, 153, 4, 36, 364, 3, 0, 0, 1, 2, 0, 188, 26, 359, 0, 4, 0, 398, 430, 3, 14, 23, 1, 0, 3, 1255, 3, 49, 3237, 479, 0, 2, 146, 13, 84, 649, 3, 23, 2, 659, 188, 10, 1664, 33, 2, 1015, 29, 0, 555, 1120, 1267, 1, 27, 8, 15, 149, 23, 27, 8, 15, 125, 4, 31, 5, 0, 3, 0, 23, 1, 27, 8, 15, 127, 0, 61, 1292, 1, 8, 0, 8, 5, 0, 0, 18, 0, 1613, 0, 1, 5, 0, 568, 121, 168, 33, 3381, 12, 479, 0, 17, 2, 92, 2968, 6, 5, 1621, 0, 12, 42, 8, 154, 2499, 1, 3632, 0, 3, 0, 8, 15, 3133, 773, 3, 87, 905, 12, 2, 0, 633, 1783, 0, 17, 0, 7, 0, 1, 13, 8, 15, 0, 12, 30, 146, 8, 15, 496, 63, 35, 479, 0, 62, 64, 28, 31, 4389, 118, 6, 2, 1015, 3, 14, 905, 1, 0, 76, 73, 84, 0, 18, 168, 9, 955, 76, 0, 5, 0, 520, 6, 1613, 0, 9, 0, 1443, 54, 4, 2, 1070, 820, 6, 0, 0, 0, 0, 33, 2, 909, 3, 0, 0, 3, 0, 3, 5, 0, 1147, 2579, 19, 2, 216, 6, 100, 89, 67, 1, 24, 366, 956, 0, 7, 815, 3, 35, 2, 3332, 1481, 1269, 0, 0, 4, 222, 607, 2398, 0, 0, 3, 32, 3588, 4352, 24, 0, 9, 2, 938, 6, 0, 1, 72, 1519, 2, 1015, 3, 0, 0, 158, 4, 1117, 13, 19, 36, 241, 3, 36, 364, 23, 1, 27, 10, 1267, 4, 91, 2, 193, 4, 991, 89, 2589, 16, 2, 2300, 1235, 1, 8, 0, 8, 0, 2108, 90, 477, 663, 4, 2065, 4986, 1, 27, 8, 15, 127, 0, 3, 0, 23, 6, 21, 787, 1, 29, 27, 300, 128, 36, 373, 1, 0, 23, 0, 1634, 5, 0, 4, 671, 16, 2, 474, 3, 9, 97, 473, 2974, 0, 35, 1652, 731, 49, 220, 27, 10, 270, 4, 0, 51, 3764, 1235, 2464, 531, 6, 75, 3305, 2, 4880, 1, 2591, 1304, 23, 27, 17, 9, 2, 579, 6, 0, 1374, 16, 5, 70, 1235, 1, 0, 3981, 8, 58, 34, 66, 24, 0, 17, 28, 2395, 8]",1,8.0
"[0, 38, 68, 3720, 4, 2595, 12, 630, 18, 0, 3199, 9, 2, 1991, 6, 0, 7, 2, 2260, 2061, 64, 28, 374, 3, 5, 4913, 785, 4267, 1, 5, 1036, 0, 2784, 992, 90, 0, 3822, 9, 2, 1991, 6, 0, 117, 227, 1, 2, 2228, 38, 540, 223, 144, 7, 216, 3, 23, 2, 4913, 785, 3, 1427, 33, 92, 45, 329, 3, 0, 1, 49, 77, 374, 81, 50, 808, 7, 619, 53, 246, 412, 719, 66, 305, 1, 2, 1037, 19, 2, 4913, 10, 2141, 9, 377, 1075, 33, 2937, 2995, 33, 2, 2792, 299, 960, 0, 662, 1, 2, 1453, 1037, 10, 1067, 4, 168, 117, 227, 7, 1349, 5, 0, 6, 194, 3532, 41, 44, 68, 396, 4, 470, 9, 2, 876, 1, 2475, 18, 0, 384, 3, 2, 1037, 171, 221, 9, 2, 2792, 2883, 185, 6, 0, 3, 102, 5, 618, 6, 4913, 1757, 1, 0, 17, 18, 2, 1043, 743, 6, 2793, 9, 2, 0, 1718, 6, 0, 1, 13, 17, 5, 3567, 0, 2493, 3, 744, 1730, 1378, 16, 0, 4, 1123, 1, 2, 0, 132, 23, 100, 0, 1538, 2937, 43, 359, 0, 441, 22, 34, 2216, 4, 215, 18, 4913, 1750, 1, 0, 23, 12, 2, 3532, 328, 118, 3149, 0, 3049, 555, 929, 72, 640, 3049, 0, 0, 381, 1765, 0, 1, 3149, 0, 235, 4357, 2, 0, 277, 2, 0, 3922, 1704, 114, 19, 1128, 976, 1, 2, 0, 124, 337, 4, 0, 2832, 1, 461, 194, 0, 337, 4, 3532, 2105, 1, 42, 133, 86, 2, 891, 2061, 7, 0, 2, 0, 3869, 2727, 3, 0, 23, 1, 16, 2, 370, 175, 110, 3, 42, 32, 28, 4985, 541, 2, 2792, 743, 1, 42, 32, 4985, 24, 366, 3328, 1110, 0, 3, 9, 347, 2979, 1, 59, 0, 3199, 235, 0, 2, 2792, 743, 3, 0, 23, 3, 42, 133, 4, 2727, 2923, 89, 0, 1, 90, 2, 370, 146, 3, 2, 326, 6, 4913, 630, 41, 1869, 0, 1, 2, 347, 2879, 2371, 0, 74, 108, 4286, 4913, 630, 155, 1043, 1381, 68, 449, 9, 1318, 1, 59, 630, 38, 1657, 3, 2, 0, 2727, 38, 359, 4, 2792, 2979, 3, 130, 2, 2727, 7, 1081, 38, 266, 277, 5, 0, 17, 740, 1, 93, 109, 4913, 630, 32, 1869, 2105, 1, 2727, 726, 2021, 1014, 5, 1340, 1813, 0, 4756, 19, 0, 704, 0, 24, 74, 108, 0, 340, 7, 5, 0, 1285, 0, 0, 1, 2, 0, 32, 44, 0, 1, 3166, 8, 15, 640, 641, 3, 0, 0, 3, 3382, 2, 2228, 32, 44, 740, 74, 108, 0, 340, 202, 2, 370, 146, 1, 45, 4913, 3247, 756, 3123, 340, 1721, 4, 657, 5, 3955, 0, 7, 1081, 2477, 117, 227, 1, 2077, 3389, 0, 143, 45, 6, 2, 0, 1363, 0, 9, 2, 106, 3, 398, 632, 32, 625, 0, 4, 3114, 2, 400, 1, 56, 32, 44, 833, 6, 0, 223, 2228, 7, 4447, 574, 3, 29, 2, 308, 2236, 210, 28, 1831, 4913, 785, 0, 1, 14, 0, 2, 2228, 4037, 0, 9, 5, 2750, 2061, 3128, 2, 0, 6, 2, 0, 1, 461, 109, 3532, 0, 155, 2793, 2105, 1, 55, 942, 41, 2, 0, 4, 93, 322, 3, 14, 23, 1, 5, 942, 77, 93, 3328, 1110, 47, 68, 0, 0, 1, 13, 719, 93, 157, 24, 53, 1, 55, 45, 77, 66, 305, 61, 13, 1, 0, 23, 13, 17, 3365, 2, 0, 3059, 132, 60, 290, 3555, 129, 18, 3532, 118, 132, 264, 38, 781, 9, 0, 2, 3532, 7, 3551, 5, 1010, 6, 2, 0, 1, 34, 0, 157, 1, 13, 8, 15, 51, 286, 7, 51, 976, 3, 0, 23, 1, 4647, 1022, 0, 4, 81, 1, 2, 0, 640, 641, 3, 3272, 0, 1751, 3, 509, 132, 3689, 19, 2, 2228, 3, 252, 477, 0, 1, 2, 641, 2802, 2, 1284, 6, 580, 2228, 585, 30, 146, 22, 283, 13, 17, 1959, 4, 374, 3532, 1, 4913, 0, 23, 14, 17, 0, 19, 2, 3408, 33, 0, 350, 1, 2, 2228, 38, 24, 1363, 7, 0, 210, 28, 1413, 81, 1, 2, 2228, 38, 18, 556, 7, 0, 210, 28, 1413, 81, 3, 0, 23, 1, 34, 1284, 97, 311, 67, 7, 342, 2, 106, 12, 34, 2021, 2228, 3, 29, 34, 38, 0, 1, 139, 0, 150, 32, 44, 0, 61, 2, 132, 8, 15, 0, 3, 14, 78, 28, 944, 0, 4, 250, 21, 248, 3, 40, 4684, 12, 137, 9, 30, 0, 222, 3, 2228, 151, 32, 97, 1058, 1]",1,8.0
"[2, 986, 561, 16, 2, 191, 1, 34, 272, 54, 1621, 1, 34, 123, 299, 6, 40, 2334, 510, 1, 34, 43, 832, 4, 357, 1, 2, 1082, 1621, 9, 2, 688, 6, 2, 191, 1]",1,8.0
"[97, 6, 2, 107, 1, 15, 1, 308, 2851, 135, 4182, 4, 4150, 4, 200, 0, 2, 2625, 1592, 150, 203, 86, 1630, 19, 2, 1608, 3, 5, 3856, 444, 23, 321, 1, 5, 326, 6, 1426, 4182, 4, 0, 7, 0, 3, 46, 1, 281, 1, 3, 41, 4362, 2625, 3, 5, 157, 645, 356, 444, 23, 1, 2, 107, 1, 15, 1, 986, 0, 1, 0, 0, 10, 2053, 405, 4, 403, 2354, 9, 4150, 24, 5, 0, 18, 321, 3, 24, 5, 3856, 2068, 9, 3852, 3, 831, 3, 5, 107, 1, 15, 1, 645, 444, 23, 1, 0, 121, 168, 12, 14, 10, 367, 4, 490, 2, 299, 1, 55, 89, 107, 1, 15, 1, 308, 446, 26, 44, 3134, 19, 2, 2625, 1608, 3, 1238, 17, 2, 308, 2, 84, 4, 101, 1, 532, 107, 1, 15, 1, 1426, 625, 4, 4150, 38, 175, 49, 4362, 2, 1608, 9, 0, 7, 100, 49, 197, 35, 4150, 1, 2, 107, 1, 15, 1, 1854, 17, 135, 1067, 33, 2, 1036, 132, 3, 104, 893, 7, 807, 3693, 1, 0, 23, 2, 107, 1, 15, 1, 308, 87, 625, 721, 2537, 7, 2537, 1, 190, 61, 21, 873, 4, 168, 8, 15, 2, 2098, 1844, 18, 441, 3, 0, 23, 3, 11, 690, 12, 60, 28, 3222, 516, 12, 34, 43, 1, 1, 1, 67, 49, 71, 670, 2625, 19, 81, 1, 403, 264, 32, 28, 1354, 217, 95, 107, 1, 15, 1, 2851, 43, 3192, 19, 2625, 1, 168, 8, 15, 753, 2371, 784, 0, 0, 589, 4, 30, 215, 1]",0,0.0
"[7, 12, 56, 10, 40, 502, 0, 4, 31, 119, 223, 0, 7, 3057, 1, 13, 8, 15, 61, 69, 12, 42, 374, 7, 944, 2, 2609, 4, 1048, 2, 1185, 6, 156, 3290, 67, 3, 1120, 483, 3, 49, 558, 2, 2609, 449, 335, 108, 164, 49, 0, 180, 717, 981, 7, 230, 12, 501, 52, 6, 21, 1424, 94, 14, 23, 1, 206, 0, 1772, 8, 37, 452, 1396, 13, 8, 15, 1056, 902, 1, 331, 157, 28, 432, 86, 2, 2609, 8, 15, 486, 305, 89, 108, 58, 17, 56, 1, 14, 0, 3513, 6, 0, 7, 0, 1, 14, 0, 22, 5, 0, 7, 0, 364, 1034, 49, 2505, 273, 7, 756, 2, 229, 16, 81, 1, 0, 818, 30, 0, 9, 5, 1502, 0, 19, 4138, 273, 35, 145, 2, 106, 385, 3, 0, 603, 3, 7, 0, 61, 0, 273, 7, 131, 0, 81, 1, 2, 0, 87, 601, 19, 620, 273, 18, 5, 957, 4, 5, 2918, 9, 2, 4911, 117, 431, 1, 153, 4, 2, 793, 6, 2, 1115, 0, 4, 244, 0, 3057, 6, 273, 3, 273, 9, 24, 366, 3959, 103, 38, 2451, 33, 195, 35, 53, 0, 3057, 1, 168, 483, 2, 4364, 3, 0, 7, 1708, 0, 4, 0, 1, 34, 1014, 74, 108, 586, 757, 893, 3, 22, 159, 22, 632, 9, 1381, 7, 0, 701, 1, 2, 104, 103, 17, 28, 45, 6, 2, 893, 130, 0, 3057, 17, 2251, 3, 29, 40, 0, 1568, 41, 2999, 0, 56, 1, 2, 112, 6, 2848, 745, 0, 0, 3, 410, 0, 3, 5, 912, 7, 628, 440, 9, 989, 72, 14, 1770, 0, 21, 0, 518, 3, 0, 54, 2, 2108, 1, 2, 2848, 87, 2551, 2, 0, 0, 745, 689, 114, 16, 2, 715, 6, 2, 605, 1, 168, 8, 15, 0, 0, 589, 4, 30, 215, 1]",1,8.0
